name,Total_Revenue,Total_Cost,Profit,Margin_Pct
DeFeet Speede Socks,51.959999084472656,33.722039416662454,18.237959667810202,35.1
David Lerner Women's Welt Pocket Leggings,141.47000122070312,91.814030821749284,49.655970398953841,35.1
Casual Moments Women's Shawl Collar Robe with Needle Detail,45.9900016784668,29.847511098919213,16.142490579547584,35.1
Evan Picone Women's Tonal Jacquard Skirt Suit,159.0,103.19100003316998,55.808999966830015,35.1
K. Bell Socks Men's Ribbed Crew Sock,30.0,19.470000006258491,10.529999993741509,35.1
Kasper Eternal City Skirt Suit,144.0,93.456000030040741,50.543999969959259,35.1
Hello Kitty Women's Hk Heart Print Pajama Set,32.0,20.76800000667572,11.23199999332428,35.1
Up2date Fashion Women's Red Floral & Animal Print Caftan One Size Fits Most Style#Caf09,51.959999084472656,33.722039416662454,18.237959667810202,35.1
Quiksilver Men's Lakers Boardshort,52.479999542236328,34.059519713859558,18.42047982837677,35.1
Hatley Moose Pink Stripe Women's Flannel PJ Pants,46.950000762939446,30.470550504942238,16.479450257997208,35.1
LeggingsQueen Special Metallic Leggings,43.900001525878906,28.447201072502139,15.452800453376767,35.2
FALCON BAY Cargo Swim Shorts In 3 Colors #51030,117.29999542236325,76.0103972574234,41.289598164939846,35.2
Icebreaker Men's City Ultralite Trojan Crew Sock,19.5,12.636000037193298,6.8639999628067017,35.2
Reyn Spooner Men's Kiku Blossom Swim Trunk,225.0,145.80000042915344,79.199999570846558,35.2
Carhartt Men's Work Wear Flat Knit 3 Pack Crew Socks,16.0,10.368000030517578,5.6319999694824219,35.2
Hurley Phantom Con Board Short - Men's,195.0,126.36000037193298,68.639999628067017,35.2
LRG Core Logo Board Short - Men's,98.0,63.504000186920166,34.495999813079834,35.2
Paint Splattered Graffiti Mixed Colors Cotton Leggings,21.989999771118164,14.249519893627166,7.7404798774909978,35.2
Vilebrequin Swim Trunks XXX-Large 3X Turtle Print Nylon Swimsuit Shorts for Men,477.0,309.09600090980535,167.90399909019465,35.2
Mens Classic Side Zip Competition Style Sexy Fashion Brief Bikini by Gary Majdell Sport,49.939998626708977,32.36111920536041,17.578879421348567,35.2
point6 Hiking Tech Medium Cushion Mini Crew Socks,35.900001525878906,23.263201057243354,12.636800468635553,35.2
World's Softest Men's Classic Low Cut Sock,4.8899998664855957,3.168719922809601,1.7212799436759947,35.2
Calvin Klein Men's 3 Pack Fashion Geometric Socks,49.5,32.076000094413757,17.423999905586243,35.2
Rusty Men's Gaviotas Boardshort,99.0,64.152000188827515,34.847999811172485,35.2
K. Bell Socks Men's Bleeping Word Sock,20.0,12.960000038146973,7.0399999618530273,35.2
Natori Women's Dynasty Caftan,960.0,622.08000183105469,337.91999816894531,35.2
Natori Women's Aphrodite Robe,280.0,181.44000053405765,98.559999465942354,35.2
Los Angeles Lakers NBA Mens Sherpa Slide Slippers,19.989999771118164,12.953519889812467,7.0364798813056968,35.2
AFTCO Sonar Boardshorts,49.9900016784668,32.393521182994846,17.596480495471951,35.2
Wigwam F1057 King Cotton High,15.239999771118164,9.8755198807525648,5.3644798903655992,35.2
Evan Picone Coral Bay Skirt Suit,127.51000213623048,82.626481627483372,44.883520508747111,35.2
Point6 Snowboard Light Over The Calf Socks,20.950000762939453,13.575600534343719,7.374400228595734,35.2
Mens Pocket Contrast Boxer Mid Cut Swimsuit By Gary Majdell Sport.,114.84999656677245,74.422797994327539,40.427198572444908,35.2
Leatherette Leggings with Side Knit Panel Coffee,29.989999771118164,19.433519908885955,10.556479862232209,35.2
O'Neill Hyperfreak 4-Way Stretch Boardshort - Yellow,139.0,90.07200026512146,48.92799973487854,35.2
Viscose from Bamboo Men's Active Sport Crew Socks,20.969999313354492,13.58855959505081,7.3814397183036817,35.2
Lacoste Drawstring Vertical Logo Swim Trunk,255.0,165.24000048637393,89.75999951362607,35.2
Men's Pattern Dress Socks 12 Pair Pattern Variety Size 10-13,86.969999313354492,56.26958954537271,30.700409767981782,35.3
UnderArmour Men's Charged Cotton No Show Socks 2-Pack,12.979999542236328,8.3980597022795678,4.58193983995676,35.3
Dockers Men's 3-Pack Performance Dress Rib Socks,50.0,32.349999994039536,17.650000005960464,35.3
Beach Rays Men's Cargo With Stripe,175.0,113.22499997913837,61.775000020861626,35.3
Quiksilver Waterman Men's Manihi,130.0,84.1099999845028,45.890000015497193,35.3
Incrediwear Tall Outdoor/Dress Socks,39.979999542236328,25.867059699060917,14.112939843175411,35.3
Izod Women's Long Sleeve Tee with Striped Flannel Pant Pajama Set,48.0,31.055999994277958,16.944000005722042,35.3
Harbor Bay Big & Tall 2-Pack Argyle Socks,16.0,10.351999998092651,5.6480000019073486,35.3
Mens XL ribbed 100% cotton socks size 11.5 to 14.5 (Pack of 6),22.899999618530273,14.816299750459194,8.08369986807108,35.3
RVCA Men's Eastern II Trunk,49.950000762939446,32.317650487667322,17.632350275272124,35.3
BambooDreamsTM Molly Long Gown,195.0,126.16499997675422,68.835000023245783,35.3
eloquii Ponte Legging,30.0,19.409999996423721,10.590000003576279,35.3
Trunks Men's San-O Full Elastic Shorts,162.0,104.8139999806881,57.186000019311905,35.3
Chill Out Matching Pajamas for the Whole Family,49.9900016784668,32.343531080008745,17.646470598458052,35.3
Le Suit Women's Grasslands Floral Jacket Dress Set Black,359.84999084472662,232.82294403364062,127.027046811086,35.3
Only Hearts So Fine/Francie Leggings Black,132.0,85.403999984264374,46.596000015735626,35.3
Hanes Classics Men's 6 pack Over the Calf Tube Sock,25.540000915527344,16.524380589301586,9.0156203262257577,35.3
Retro Electric Patchwork Printed Cotton Leggings,21.989999771118164,14.22752984929204,7.7624699218261242,35.3
Le Suit Safari Nights Skirt Suit,127.51000213623048,82.498971366940737,45.011030769289746,35.3
Stretch Cotton Capri Crop Seamed Leggings Tights,8.5,5.499499998986721,3.000500001013279,35.3
Dockers Men's 3-Pack Performance Dress Flat Knit Socks Socks,25.0,16.174999997019768,8.8250000029802322,35.3
HUF The Plantlife Socks in Tobacco & Green,13.0,8.41099999845028,4.5890000015497208,35.3
Sexy Skinny Cotton Stretch Colored Legging Basic Crop Pants Capris (Royal Blue Large),24.0,15.527999997138975,8.4720000028610247,35.3
Soho Apparel Girls Seamless Lady 6 1/2 Shorts SS-04 Nylon Spandex,4.9899997711181641,3.2285298513185978,1.7614699197995662,35.3
Printed Flannel Gown - Misses Sizes,12.989999771118164,8.4045298503649235,4.5854699207532406,35.3
Diesel Men's Hustein Sock,75.0,48.5249999910593,26.475000008940697,35.3
Plus Size Just One Black Seamless Capri Legging w/Silver Grommet Embellishment & Cuff,79.959999084472656,51.654159534868,28.305839549604656,35.4
Taillissime Plus Size Leggings,34.9900016784668,22.603541139557063,12.386460538909734,35.4
Tahari Zara Pant Suit,111.98000335693359,72.3390823454541,39.640921011479492,35.4
Nautica Men's 3-Pack Classic Crew Sock,13.600000381469728,8.7856002679109579,4.81440011355877,35.4
Hue Sleepwear Women's Plus-Size Stroke Of Love Sleep Pant,55.979999542236328,36.16307979270637,19.816919749529958,35.4
Nike Swim Men's Color Swirl Jammer Swimsuit - Varsity Red Navy 28,35.959999084472656,23.230159465368985,12.729839619103672,35.4
Drymax Socks Running Lite-Mesh No Show Tab Sock Socks,55.900001525878906,36.111401074013123,19.788600451865783,35.4
Rockport Men's 2-Pair Outlast Light Trekking/Winter Boot Crew Socks - Colors Available,23.979999542236328,15.491079742161629,8.488919800074699,35.4
Nautica Sleepwear Women's Striped Henley,25.0,16.150000039488077,8.8499999605119228,35.4
Speedo Men's Momentum Splice With Stretch Eboard Water Short,29.520000457763672,19.069920342342851,10.450080115420821,35.4
Gotcha Men's Clean Plaid Boardshort,75.0,48.450000118464231,26.549999881535769,35.4
Gatta Riyo 4 Fashion Long Leggings,29.979999542236328,19.367079751638769,10.612919790597559,35.4
Women's Luxurious Terry Cotton Full Length Bathrobe Robe,269.96999359130859,174.40061628640922,95.569377304899376,35.4
Diesel Women's Viky-N T-shirt,111.0,71.706000175327077,39.293999824672923,35.4
Jessica London Plus Size Tag-free cotton long sleepshirt Dreams & Co,24.989999771118164,16.143539891614616,8.8464598795035485,35.4
Champion 3.7 oz. Lacrosse Mesh Short,21.819999694824215,14.09571983732164,7.7242798575025748,35.4
Fruit of the Loom Men's 6 Pack Over The Calf Tube Cushioned Socks,30.0,19.380000047385693,10.619999952614307,35.4
Mens Liquid Metallic Hot Body Boxer Swimsuit Gary Majdell Sport,33.939998626708984,21.925239166463015,12.014759460245969,35.4
Mens Contrast Stitch Hot Body Bikini Swimsuit Gary Majdell Sport,33.939998626708984,21.925239166463015,12.014759460245969,35.4
Reebok Men's 6 Pair Cotton Crew Sock,18.0,11.628000028431416,6.3719999715685844,35.4
Onia Men's Spanish Calder Swim Shorts,435.0,281.01000068709254,153.98999931290746,35.4
Roamans Plus Size Pantsuit wtih Ruffled Duster Jacket,119.98999786376952,77.513538809522089,42.476459054247428,35.4
Frederick's of Hollywood Classic Two-Piece Pajama Set Womens,34.0,21.930000111460689,12.069999888539311,35.5
Quiksilver Men's Global Suiting Boardshort,124.0,79.980000406503677,44.019999593496323,35.5
B.ella Men Agosto Classic Cashmere Blend Argyle Crew,11.25,7.256250036880374,3.993749963119626,35.5
White Cotton Gown/House Dress Sizes (M L XL 2X) Up2date Fashion Style#GLG12,12.989999771118164,8.3785498949557535,4.6114498761624105,35.5
Calvin Klein Men's Voltage Stripe Drawstring Swim Short,74.0,47.7300002425909,26.269999757409103,35.5
Alki'i Men's Hybrid Boardshorts - Surfer Postcard Print,16.989999771118164,10.958549908068775,6.0314498630493887,35.5
Neon Leopard Leggings,21.979999542236328,14.177099776798485,7.8028997654378429,35.5
HUF The Plantlife Socks in Charcoal & Yellow,13.0,8.385000042617321,4.614999957382679,35.5
Wigwam Mens Hot Weather Dress Pro Sock,25.979999542236328,16.757099789911507,9.2228997523248211,35.5
Quiksilver Men's Laid Out Boardshort,99.0,63.855000324547291,35.144999675452709,35.5
Icebreaker Men's Ski+id OTC Socks,77.850002288818359,50.213251731500037,27.636750557318322,35.5
Body Glove Men's South Bay Microfiber Boardshort,120.0,77.400000393390656,42.599999606609344,35.5
Charter Club Zip Plush Robe,89.860000610351548,57.9597006882608,31.900299922090745,35.5
Opaque Coffee Brown Stretchy Leotard Leggings Tights,19.979999542236328,12.887099770241974,7.0928997719943538,35.5
David Lerner Women's Wax Leggings,203.97999572753903,131.56709791296123,72.4128978145778,35.5
parke & ronen Men's Microfiber Print Swim Short,735.0,474.07500240951771,260.92499759048229,35.5
Hurley Men's 4D Boardshort,149.5,96.4275004900992,53.072499509900794,35.5
Eileen West Women's Graceful Autumn Short Nightgown,58.0,37.410000190138817,20.589999809861183,35.5
O'Neill Men's Superfreak Se Boardshort,33.380001068115234,21.530100798362497,11.849900269752737,35.5
Cloud Appliqued Women's Bathrobe 100% Cotton Terry Cloth Long Lt. Blue One Size,179.97999572753906,116.0870978342831,63.892897893255963,35.5
Women's Traditional Chinese Inspired Pajamas Set,39.9900016784668,25.753561130988004,14.236440547478793,35.6
Darn Tough - CoolMax 1/4 Sock Cushion,48.0,30.912000060081482,17.087999939918518,35.6
Victorinox Men's Palm Print Board Short,150.0,96.600000187754645,53.399999812245355,35.6
Casual Moments Women's 48 Wrap With Snow Leopard Trim,149.97000503540039,96.580683430514938,53.389321604885453,35.6
Kasper Women's Shimmer Weave Jacket  With Crepe Skirt,150.0,96.600000187754645,53.399999812245355,35.6
Kasper Marthas Vineyard 3 Piece Pant Suit,199.92999267578125,128.754915533455,71.175077142326245,35.6
Vince Camuto Men's Ombre Stripe Dress Socks,20.0,12.880000025033953,7.1199999749660474,35.6
Volcom Men's Frickin Modern V2S Short,164.85000228881833,106.16340168034137,58.686600608476965,35.6
Dollhouse I Love My Bed Ultra Plush Fleece Pajama Bottoms,11.989999771118164,7.7215598676079518,4.2684399035102123,35.6
Aeropostale Juniors' Times Square 87 Graphic T-Shirt and A87 Racerback Ribbed Tank - Size (Large),79.9800033569336,51.507121964027277,28.472881392906316,35.6
Vince Camuto Men's Checkered Board Dress Socks,10.0,6.4400000125169763,3.5599999874830237,35.6
Speedo Men's Remix Swim Brief,50.0,32.200000062584877,17.799999937415123,35.6
Allegra K Mens Short Black Elastic Low Cut No Show Footie Boat Socks 2 Pairs,6.7600002288818359,4.353440155861378,2.4065600730204579,35.6
Dickies Men's Work Socks - Various Colors,15.979999542236326,10.291119725202321,5.6888798170340049,35.6
Quiksilver Waterman Men's Coopers Beach Hybrid Trunk,59.5,38.318000074476,21.181999925524003,35.6
Wrightsock Unisex 3-Pack Coolmesh Crew Socks,72.0,46.368000090122223,25.631999909877777,35.6
Taupe Cotton Leggings Full Length,7.9499998092651358,5.1197998871177433,2.8301999221473926,35.6
Quiksilver Men's Manic Camo Boardshort,88.0,56.672000110149376,31.327999889850624,35.6
Ladies Sexy Faux Leather Look Wet Liquid Long Leggings Stretchy Footless Black M,9.9499998092651367,6.4077998896211374,3.5421999196439993,35.6
(6251) Smart Casual Tailored Trouser Suit Dark Grey,55.9900016784668,36.057561151015165,19.932440527451632,35.6
Speedo Men's Tropical Mirage Flx System Stretch Boardshort,70.839996337890625,45.620957730271805,25.21903860761882,35.6
Gold Toe Men's Canterbury Over the Calf Dress Sock 3-Pack,31.5,20.286000039428473,11.213999960571527,35.6
Richer Poorer Men's Grad Socks,48.0,30.912000060081478,17.087999939918522,35.6
Hurley Men's P60 Kings Road Boardshort,195.0,125.58000024408102,69.41999975591898,35.6
Polo Ralph Lauren Men's Dress Socks 3 Pair Size: 10-13 Black-1 Pattern,28.0,18.032000035047528,9.9679999649524724,35.6
Speedo Men's Mighty Python Xtra Life Lycra Jammer Swimsuit,150.0,96.600000187754631,53.399999812245369,35.6
Toes on the Nose Men's T-Street Boardshort,116.0,74.704000145196915,41.295999854803085,35.6
Lost Uber Plank 4-Way Stretch Boardshort - Sea,128.0,82.304000377655044,45.695999622344956,35.7
Women's 1/2 Solid Leggings in One Regular Size (8 Different Colors) (White),5.9899997711181641,3.851569870502054,2.13842990061611,35.7
WICKING COOL-JAMS KRISTI SHORTY PAJAMA SET FOR TRAVEL NIGHT SWEATS AND HOT FLASHES- (S-XL),118.0,75.87400034815073,42.12599965184927,35.7
One Pair Marcoliani Men's Over-the-Calf Cashmere and Silk Socks Sophisticated Windowpane,158.0,101.59400046616793,56.405999533832073,35.7
Paul Frank Women's Just Julius Stripe Short Set,26.0,16.718000076711178,9.2819999232888222,35.7
Hard Tail Full Length Low Rise Layering Leggings,54.0,34.722000159323215,19.277999840676785,35.7
Quiksilver Men's Sabotage 22 Inch Boardshort,162.0,104.16600047796965,57.833999522030354,35.7
Only Necessities Plus Size Long 3/4-sleeve tricot gown (53),29.989999771118164,19.283569941312368,10.706429829805796,35.7
Quiksilver Men's Daine Reynolds Diamond Dolby Cypher No Frills Boardshorts,53.970001220703125,34.702710944146816,19.267290276556309,35.7
Soft Ones Women's 11159 Robe,79.900001525878892,51.375701216879492,28.5243003089994,35.7
FootJoy ProDry Men's Low Cut Socks (2 Pair) Shoe Size 7-12,44.84999942779541,28.838549764399229,16.011449663396181,35.7
Hurley Men's Motion Phantom Boardshort,119.0,76.51700035110116,42.48299964889884,35.7
Wrightsock Unisex 3-Pack Running Crew Socks,99.0,63.657000292092562,35.342999707907438,35.7
RVCA Men's Layer Trunk,60.0,38.5800001770258,21.419999822974198,35.7
Speedo Men's Male Poly Mesh Training Suit,113.85000228881833,73.205551807616672,40.644450481201659,35.7
Dockers Mens 3 Pack Pima Rib Socks,25.600000381469727,16.460800320816041,9.1392000606536854,35.7
Torrid Plus Size Silver Lurex Cheetah Print Leggings,49.0,31.507000144571062,17.492999855428938,35.7
Anna-Kaci S/M Fit Bright Orange White Animal Paw Print Pattern Leggings Tights,12.899999618530272,8.29469979277551,4.605299825754761,35.7
Ted Baker Men's Corgie Mid Length Short,85.0,54.655000250786543,30.344999749213457,35.7
Women's Crochet Back Top/Capri Set - Colors Available,23.979999542236328,15.419139776409267,8.5608597658270611,35.7
ICE (2327) smart stretch pencil skirt + FREE belt black size 6-14,21.989999771118164,14.139569917708933,7.8504298534092314,35.7
Acne Black Cotton 'Flex Wet' 5 Pocket Skinny Fit Jean Pant,229.97999572753903,147.87713793134745,82.102857796191586,35.7
Guy Harvey Swordfish Strike Boardshorts,59.7599983215332,38.425679097063536,21.334319224469667,35.7
Evan Picone Water Color Pant Suit - 2 Piece,122.59999847412108,78.831799380582567,43.768199093538513,35.7
Island Passport Big & Tall Hibiscus Cargo Swim Trunks,150.0,96.450000442564487,53.549999557435513,35.7
BedHead Pajamas Women's Flannel Puppy Love Pajama Set,236.0,151.74800069630146,84.25199930369854,35.7
Aged to Perfection Pajamas,55.9900016784668,36.001571244448726,19.988430434018071,35.7
Robbi & Nikki Women's Blocked Ponte Legging,195.0,125.38500057533383,69.614999424666166,35.7
Beautiful Black Satin Robe Womens Sexy Charmeuse Sleep Wear Lingerie,21.989999771118164,14.139569917708933,7.8504298534092314,35.7
Oakley Men's Long Sleeve Pressure Rashguard,70.0,45.010000206530094,24.989999793469906,35.7
Frederick's of Hollywood Sumptuous Satin Gown Womens,34.0,21.828000031411648,12.171999968588352,35.8
Skechers Men's 3pack Lifestyle Basic Stripe Crew Socks - Size 10-13 - Colors Available,17.979999542236328,11.543159722726941,6.4368398195093874,35.8
Gold Toe Cotton Quarter 6-Pack Socks,40.0,25.68000003695488,14.31999996304512,35.8
Speedo Men's Core Basic Rally Solid Volley Fashion Swimsuit,76.0,48.792000070214272,27.207999929785728,35.8
Roamans Plus Size Long Terry Wrap Robe with FREE Matching Slippers Dreams & Co,89.9800033569336,57.767162238281379,32.212841118652214,35.8
parke & ronen Men's Team Stripe Swim Short,96.860000610351548,62.184120481331945,34.6758801290196,35.8
Hugo Boss Men Lobster Swim Shorts,177.0,113.63400016352534,63.365999836474657,35.8
Turkish Terrycloth Premium White Robe,99.0,63.558000091463327,35.441999908536673,35.8
Quiksilver Men's Paid In Full Boardshort,49.5,31.779000045731664,17.720999954268336,35.8
Generation19 Basic Skinny Jean Leggings (Jeggings) Women's,69.0,44.298000063747168,24.701999936252832,35.8
The Cat's Pajamas Wasabi Green Sushi Women's Cotton Flannel Pajama,180.0,115.56000016629696,64.439999833703041,35.8
Rhinestone Knees Matte Leatherette Liquid Leggings Grey,29.989999771118164,19.253579880764786,10.736419890353378,35.8
Hurley Men's BP Fuse Boardshort,100.0,64.2000000923872,35.7999999076128,35.8
Women's Zipper Accent Stretch Jean Leggings,25.0,16.0500000230968,8.9499999769032,35.8
Knocker Mens Plain Dress Socks Black 12 Pairs Size 10-13,33.979999542236328,21.815159737508893,12.164839804727436,35.8
Icebreaker Men's Hike Mid Crew Sock,40.0,25.68000003695488,14.31999996304512,35.8
Ted Baker Men's Swim Shorty Swim Short,225.0,144.4500002078712,80.5499997921288,35.8
Sock It To Me Monkeys Grey Argyle Men's Socks,11.989999771118164,7.6975798641350863,4.2924199069830777,35.8
Men's UA Zagger Crew Socks Socks by Under Armour,35.939998626708984,23.073479151551126,12.866519475157858,35.8
Wigwam Men's Everyday Fusion Sock,33.580001831054688,21.558361206560733,12.021640624493955,35.8
Suit Studio Garden Grove Skirt Suit,209.94001007080078,134.78148665941177,75.158523411389012,35.8
Tommy Hilfiger Women's Short Sleeve Knit Pant Pajama Set,32.0,20.544000029563904,11.455999970436096,35.8
Maternity Nursing Wrap Top Sleep Set Sleepwear,59.9900016784668,38.513581132998766,21.476420545468031,35.8
Browning Hosiery Men's 3 Pack Mens Gift Box Socks/Hosiery,77.559997558593764,49.7935185042727,27.766479054321067,35.8
'Sexy Legs' Beaded Band Fashion Leggings,8.9899997711181641,5.77157986136347,3.2184199097546937,35.8
Steel Grey Microfiber Stretch Solid Footed Tights,23.979999542236328,15.395159728270173,8.5848398139661555,35.8
Karen Nueburger Women's That Girl Long Sleeve Cardingan Long Pajama,370.0,237.17000097036362,132.82999902963638,35.9
Satin Charmeuse Chemise with Belt Five Colors Plus Size Up2date Fashion Style#ChePLS,8.9899997711181641,5.7625898768639559,3.2274098942542082,35.9
One Pair Beautiful SuperSoft Peruvian Pima Cotton Men's Over-the-Calf Argyles - RARE,105.0,67.305000275373473,37.694999724626527,35.9
Quiksilver Waterman Men's Tonga Hybrid Trunk,55.0,35.25500014424324,19.74499985575676,35.9
Fishworks Quatro Boardshorts,209.96999359130859,134.590766442697,75.379227148611591,35.9
Basketball Socks Half Cushioned Crew Socks - Blue/Neon Yellow (One Size Fits All),17.979999542236328,11.525179753727912,6.4548197885084164,35.9
Icebreaker Men's Hike+ Lite Crew Sock,86.0,55.126000225543976,30.873999774456024,35.9
Hanro Women's Juno Short Sleeve Shirt,272.0,174.35200071334839,97.647999286651611,35.9
Eileen West Women's Charm Short Nightgown,100.0,64.100000262260437,35.899999737739563,35.9
TAHARI Shantung Beaded Sleeves 3-PC Jacket/Skirt Suit,435.0,278.8350011408329,156.1649988591671,35.9
Hanro Women's Moments 3/4 Sleeve Bigshirt,132.0,84.612000346183777,47.387999653816223,35.9
HUGO BOSS Men's Boss Black Solid Sock With HUGO BOSS Logo,18.760000228881836,12.025160195913315,6.7348400329685205,35.9
Timberland Outdoor Wool Blend Crew Sock,32.0,20.51200008392334,11.48799991607666,35.9
Soho Apparel Seamless Slim Fit Liquid Wet Leggings with Wrinkle lines SG-L12,8.8900003433227557,5.698490243384839,3.1915100999379167,35.9
Drymax Socks Hiking HD Over Calf Sock Socks,65.9000015258789,42.241901150918011,23.658100374960895,35.9
Sprinkles Cupcake Appliqued Bathrobe 100% Cotton Terry Cloth Short Fuchsia One Size,139.97999572753906,89.727177628464673,50.252818099074389,35.9
LE SUIT Gold Color Collar Jacket/Skirt Suit,117.6999969482422,75.445698352503783,42.254298595738419,35.9
Anna-Kaci Free Size Black and Sepia Tone Tribal Tiger Print Ravenous Leggings,44.699998855590813,28.652699383664128,16.047299471926685,35.9
Women's Suit Studio Urban Chic Skirt Suit,98.080001831054688,62.869281430931096,35.210720400123591,35.9
Summer Stripe Summer Below Knees Capri Short Leggings Stretchy Black Silver S,9.9499998092651367,6.3779499038338656,3.5720499054312711,35.9
Nautica Men's Sold Swimsuit Trunk,59.850002288818359,38.363851624095446,21.486150664722913,35.9
Turkishtowels 60% Cotton 40% Rayon from Bamboo Shawl Collar - Made in Turkey - FREE EMBROIDERY,319.95999145507812,205.09435536183358,114.86563609324455,35.9
